title,company,stipend,skills,url
,Daten & Wissen Private Limited,"₹ 5,000 - 9,000 /month","Artificial Intelligence (AI) Daten & Wissen Private Limited Mira Bhayandar ₹ 5,000 - 9,000 /month 6 Months We are looking for a passionate and skilled Data Science Intern to join the team for a 6-month full-time internship, an opportunity to work on cutting-edge technologies in artificial intelligence, machine learning, deep learning, and natural language processing (NLP), contributing to real-world projects that create a tangible impact.



1. Research, design, develop, and implement AI and deep learning algorithms.
2. Work on NLP systems and models for tasks such as text classification, sentiment analysis, and data extraction.
3. Evaluate and optimize machine learning and deep learning models.
4. Collect, process, and analyze large-scale datasets.
5. Use advanced techniques for text representation and classification.
6. Write clean, efficient, and testable code for production-ready applications.
7. Perform web scraping and data extraction using Python (requests, BeautifulSoup, Selenium, APIs, etc.).
8. Collaborate with cross-functional teams and clearly communicate technical concepts to both technical and non-technical audiences. Python Data Structures Machine Learning Data Science Neural Networks Natural Language Processing (NLP) Deep Learning +1 more 1 day ago",https://internshala.com/internship/detail/artificial-intelligence-ai-internship-in-mira-bhayandar-at-daten-wissen-private-limited1788863110
,VCares,"₹ 5,000 - 5,500 /month","Business Analytics VCares Delhi (Hybrid) ₹ 5,000 - 5,500 /month 6 Months As a Business Analytics intern at VCares, you will have the opportunity to gain hands-on experience in analyzing data and providing valuable insights to drive business decisions. Your proficiency in MS-Office and MS-Excel, as well as strong written and spoken English skills, will be essential in this role.



1. Assist in collecting, organizing, and analyzing data to identify trends and patterns
2. Create reports and presentations to communicate findings to stakeholders
3. Support the team in developing predictive models and forecasting techniques
4. Collaborate with cross-functional teams to optimize business processes
5. Conduct market research and competitor analysis to identify opportunities for growth
6. Assist in monitoring key performance indicators and tracking progress towards goals
7. Provide recommendations for improving business performance based on data analysis

If you are a proactive and analytical individual looking to enhance your skills in business analytics, apply now to join VCares and make a meaningful impact on our business operations. MS-Office MS-Excel English Proficiency (Spoken) English Proficiency (Written) 1 day ago",https://internshala.com/internship/detail/business-analytics-internship-in-delhi-at-vcares1788861905
,Edify EquityActively hiring,"₹ 1,000 - 1,100 /month","Finance Research Analyst Edify Equity Actively hiring Work from home ₹ 1,000 - 1,100 /month 1 Month 1. Assist in creating detailed reports for buy/hold/sell recommendations.
2. Help in tracking portfolio performance.
3. Collect, analyze, and interpret financial data from companies, sectors, and industries.
4. Track stock markets, economic indicators, and global financial news. Attention to Detail Time Management Critical thinking Analytical Thinking Problem Solving English Proficiency (Spoken) Stock Trading +1 more 1 day ago Part time",https://internshala.com/internship/detail/work-from-home-finance-research-analyst-internship-at-edify-equity1788860868
,NKS RoyaluxuriaActively hiring,"₹ 18,000 - 25,000 /month","AI Film Maker- Full Time NKS Royaluxuria Actively hiring Work from home ₹ 18,000 - 25,000 /month 2 Months 1. Develop scripts, storyboards, and shot breakdowns for AI films. 
2. Produce AI-generated microdramas and short films using leading AI tools. 
3. Manage end-to-end production—from concept to final edit. 
4. Collaborate with creative, editing, and marketing teams to deliver engaging content. Visual Design Prompt Engineering Visual Storytelling 1 day ago",https://internshala.com/internship/detail/work-from-home-ai-film-maker-full-time-internship-at-nks-royaluxuria1788854164
,Idealabs DigitalActively hiring,"₹ 2,000 - 16,000 /month","Agentic AI Developer Idealabs Digital Actively hiring Work from home ₹ 2,000 - 16,000 /month 3 Months This internship is for students who want hands-on, real experience with Python and AI. We're software engineers first. You'll work directly with Claude Code, LLMs, and modern AI tools, alongside the team, on things we're actually building.

Selected intern's day-to-day responsibilities:

1. Write Python scripts and features for things we're actually building, focused on clean, working code
2. Work across different problems as they come up. The work changes as we learn what works
3. Debug and improve code under guidance, and see your fixes actually used
4. Document what you build and what you learn, so the team can build on it

This internship emphasizes learning and skill development. You'll finish it understanding modern AI better than most working engineers, with a body of work you can show. Python Machine Learning Node.js REST API Database Management System (DBMS) 1 day ago Part time",https://internshala.com/internship/detail/work-from-home-part-time-agentic-ai-developer-internship-at-idealabs-digital1788854064
,QubixoActively hiring,"₹ 10,000 - 20,000 /month","Machine Learning Qubixo Actively hiring Work from home ₹ 10,000 - 20,000 /month 3 Months As a Machine Learning intern at Qubixo, you will have the opportunity to work with cutting-edge technologies and contribute to impactful projects. We are looking for someone who is proficient in Python, data analytics, machine learning, R Programming, data science, Natural Language Processing (NLP), deep learning, and artificial intelligence. 

Selected intern's day-to-day responsibilites include: 

1. Collaborating with our team to develop and implement machine learning models
2. Conducting research on new algorithms and techniques to improve our existing models
3. Analyzing and interpreting complex data sets to extract valuable insights
4. Building and testing prototypes to showcase the potential of machine learning applications
5. Assisting in the deployment and maintenance of machine learning solutions
6. Contributing to the development of new features and enhancements for our products
7. Staying up-to-date with the latest trends and advancements in machine learning and artificial intelligence. 

If you are passionate about machine learning and eager to gain hands-on experience in a dynamic environment, this internship is perfect for you. Join us at Qubixo and take your skills to the next level! Python Data Analytics Machine Learning R Programming Data Science Natural Language Processing (NLP) Deep Learning +1 more 1 day ago",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-qubixo1788846463
,RSHCE Renu Sharma Health Care And Education FoundationActively hiring,Unpaid,"Database Building/Management RSHCE Renu Sharma Health Care And Education Foundation Actively hiring Work from home Unpaid 3 Months 1. Regulatory Compliance Assistance : Support the team in monitoring, reviewing and ensuring adherence to internal operational policies and external regulatory compliance.
2. Data Verification and Excel Reporting : Utilize Microsoft Excel to enter, sort, verify and maintain critical internal records, creating clean reports to aid decision-making.
3. Cross-Functional Collaboration : Coordinate and work directly with the Legal and HR teams to update corporate documentation and streamline compliance workflows. Time Management Data Analytics MS-Excel Effective Communication Document Review 1 day ago Part time",https://internshala.com/internship/detail/work-from-home-part-time-database-building-management-internship-at-rshce-renu-sharma-health-care-and-education-foundation1788840626
,International Institute Of SDGs & Public Policy ResearchActively hiring,Unpaid,"Leveraging AI And Machine Learning Frameworks To Detect And Mitigate Greenwashing In Corporate ESG Reporting International Institute Of SDGs & Public Policy Research Actively hiring Work from home Unpaid 1 Month Are you interested in AI, Machine Learning, ESG, and sustainability? Join the International Institute of SDGs & Public Policy Research to explore how AI-driven approaches can help detect and mitigate greenwashing in corporate ESG reporting.



1. Research greenwashing practices and their impact on corporate ESG reporting.
2. Collect and analyze corporate ESG reports and relevant datasets.
3. Contribute to preparing and writing the research paper and presenting key findings.
4. Examine the implications of AI-based greenwashing detection for corporate accountability, sustainable finance, and policy development.
5. Stay updated on developments in AI, ESG reporting, sustainability, and greenwashing regulations.
6. Explore AI and machine learning frameworks for detecting misleading sustainability claims. English Proficiency (Written) 1 day ago Be an early applicant Part time",https://internshala.com/internship/detail/work-from-home-part-time-leveraging-ai-and-machine-learning-frameworks-to-detect-and-mitigate-greenwashing-in-corporate-esg-reporting-internship-at-international-institute-of-sdgs-public-policy-research1788840315
,Numel,"₹ 15,000 - 20,000 /month","Annotation Engineering Numel Work from home ₹ 15,000 - 20,000 /month 2 Months 1. Perform data annotation, labeling, classification, and validation according to project guidelines.
2. Review and check annotated data for accuracy and consistency.
3. Identify errors and provide appropriate corrections or feedback.
4. Work with text, language, and domain-specific datasets.
5. Follow project instructions and maintain required quality standards.
6. Meet daily productivity and accuracy targets.
7. Participate in training, calibration, and feedback sessions.
8. Maintain confidentiality and handle project data responsibly.
9. Collaborate with team members and report issues to QA/project leads.
10. Support continuous improvement of annotation and quality processes. English Proficiency (Spoken) English Proficiency (Written) Hindi Proficiency (Written) Telugu Proficiency (Written) Tamil Proficiency (Written) Kannada Proficiency (Written) Malayalam Proficiency (Written) +7 more 1 day ago Part time",https://internshala.com/internship/detail/work-from-home-part-time-annotation-engineering-internship-at-numel1788796591
,"Therapy At Home. Milwaukee, Wisconsin, United States Of America.","₹ 20,000 - 45,000 /month","PRO AI Agent Development PRO Therapy At Home. Milwaukee, Wisconsin, United States Of America. Hyderabad ₹ 20,000 - 45,000 /month 6 Months 1. Data Preprocessing and Augmentation: Clean, label, filter, and format raw datasets. Implement basic data pipelines and augmentation techniques to ensure high-quality training inputs.
2. Model Training Script Automation: Write and maintain boilerplate code for training pipelines, including setting up data loaders, logging training loops, and handling basic hyperparameters.
3. Benchmarking and Model Evaluation: Run benchmark tests across baseline models, track metrics (e.g., accuracy, precision/recall, latency), and compile comparative performance reports.
4. Experiment Tracking and Logging: Log model iterations, hyperparameter configurations, and evaluation metrics using tools like MLflow, Weights & Biases, or TensorBoard.
5. Dataset Quality Assurance: Perform sanity checks on training/validation splits, identify dataset bias or drift, and remove duplicate or corrupted entries.
6. Basic Model Fine-Tuning: Assist in fine-tuning pre-trained open-source models (e.g., Hugging Face transformers) on task-specific domain data under the architect’s guidance.
7. API and Integration Prototyping: Build simple REST or gRPC wrapper endpoints (e.g., using FastAPI or Flask) to test model inference locally or inside development environments.
8. Environment and Dependency Management: Maintain reproducible development environments using Docker, Virtualenv, or Conda, ensuring dependencies and CUDA drivers stay synchronized.
9. Documentation and Code Annotation: Document model architectures, API specs, data dictionaries, and experiments. CSS Python Data Engineering 2 days ago",https://internshala.com/internship/detail/ai-agent-development-internship-in-hyderabad-at-therapy-at-home-milwaukee-wisconsin-united-states-of-america1788787572
,Zyno AI India Private LimitedActively hiring,"₹ 20,000 - 25,000 /month","AI Data Alignment Zyno AI India Private Limited Actively hiring Work from home ₹ 20,000 - 25,000 /month 1 Month We're hiring freelance annotators for word alignment work.

You'll listen to audio and align spoken words to their exact positions in the transcript, correcting boundaries, catching transcription errors, and ensuring every word lands where it belongs.

The work is detail-oriented and requires focused attention. If you enjoy careful, independent tasks and have a good ear for language, this could be a strong fit.

The role is fully remote and flexible, with no fixed schedule or minimum weekly commitment. You can pick up tasks whenever they are available and complete them by the given deadline — mornings, nights, weekends, or whenever works best for you.



1. Listen to audio and align each word in the transcript with where it is actually spoken.
2. Correct timing boundaries, missing or extra words, and transcription errors.
3. Apply detailed annotation guidelines consistently across large volumes of work.
4. Flag unclear audio, edge cases, and anything not covered by the guidelines.

No prior annotation experience is required. Training and detailed guidelines will be provided. English Proficiency (Spoken) 2 days ago",https://internshala.com/internship/detail/work-from-home-ai-data-alignment-internship-at-zyno-ai-india-private-limited1788785451
,Stirring MindsActively hiring,"₹ 5,000 - 8,000 /month","Systems Coordinator Stirring Minds Actively hiring Work from home ₹ 5,000 - 8,000 /month 6 Months Are you a tech-savvy individual with a passion for all things systems and operations? Stirring Minds is seeking a Systems Coordinator intern to join our dynamic team! As an intern, you will have the opportunity to work closely with our System Administrator and gain hands-on experience with cutting-edge technologies like Artificial Intelligence and ChatGPT. 



1. Assist the System Administrator in managing and maintaining our technology systems.
2. Utilize Claude and ChatGPT to improve operational efficiency and communication within the company.
3. Collaborate with team members to implement new technologies and processes.
4. Develop and maintain project management tools to track progress on various initiatives.
5. Provide support for day-to-day operations and troubleshoot any issues that arise.
6. Utilize effective communication skills to relay important information to stakeholders.
7. Assist in data analysis and reporting to drive informed decision-making.

If you are a proactive and detail-oriented individual looking to gain practical experience in a fast-paced environment, apply now to join our team at Stirring Minds! Project Management Operations SYSTEM ADMINISTRATOR Artificial intelligence Effective Communication ChatGPT Claude 2 days ago Job offer upto ₹ 2.5LPA post internship",https://internshala.com/internship/detail/work-from-home-systems-coordinator-internship-at-stirring-minds1788781604
,The Affordable Organic StoreActively hiring,"₹ 15,000 - 20,000 /month","Data Analyst The Affordable Organic Store Actively hiring Kompally ₹ 15,000 - 20,000 /month 6 Months 1. Collect, organize, and analyze data from different business sources.
2. Create interactive dashboards and reports using Power BI.
3. Monitor business performance and provide meaningful insights to the      management team.
4. Manage and maintain databases efficiently.
5. Write and execute basic database queries for data extraction and analysis.
6. Ensure data accuracy, consistency, and proper reporting.
7. Prepare daily, weekly, and monthly reports.
8. Identify trends and patterns to support business growth and decision-making.
9. Work closely with different teams to understand their data requirements.
10. Maintain and update data records and dashboards regularly. SQL Data Analytics MS-Excel Problem Solving Business Analysis Database Management System (DBMS) Power BI 2 days ago",https://internshala.com/internship/detail/data-analyst-internship-in-kompally-at-the-affordable-organic-store1788780701
,SunstoneActively hiring,"₹ 10,000 - 11,000 /month","Research Sunstone Actively hiring Gurgaon (Hybrid) ₹ 10,000 - 11,000 /month 2 Months A. General Research

1. Conduct secondary research across assigned topics, including market trends, competitor benchmarking, industry reports, academic sources, and online databases.
2. Structure findings into clear, well-organized reports, comparison sheets, and presentation-ready summaries.
3. Support data collection and basic analysis to inform internal decision-making.
4. Fact-check and validate information from multiple sources before compiling findings.
5. Handle quick-turnaround research requests as priorities shift.

B. Career & Industry Insights

1. Map the range of job roles typically available to BBA graduates across functions such as marketing, finance, operations, analytics, consulting, and HR.
2. Research the specific hard and soft skills employers seek for entry-level roles, using job descriptions, hiring trends, and industry reports.
3. Track hiring patterns, including sectors actively hiring BBA freshers, seasonal recruitment cycles, campus versus lateral hiring, and typical starting compensation bands.
4. Investigate roles specifically suited to AI-focused BBA graduates, such as business analyst, AI product operations, data-driven marketing, and automation/process roles, and assess how these differ from traditional BBA career outcomes.
5. Study how other AI-native and tech-forward business programs position their graduates for employment.

C. Collaboration

1. Work closely with the Marketing, Admissions, and Founder's Office teams to understand research briefs and deliver high-quality outputs within tight timelines. Research and Analytics 2 days ago",https://internshala.com/internship/detail/research-internship-in-gurgaon-at-sunstone1788774729
,DeepThought CultureTech Ventures Private LimitedActively hiring,"₹ 10,000 - 15,000 /month","AI Business Development DeepThought CultureTech Ventures Private Limited Actively hiring Secunderabad, Hyderabad ₹ 10,000 - 15,000 /month 6 Months 1. Discuss business growth challenges and opportunities with MDs and CEOs of companies.
2. Collaboratively refine and improve research documents based on insights gathered from MDs and CEOs.
3. Invite MDs and CEOs to AI Growth Bootcamps and demonstrate the potential applications of the PDGMS AI Platform. English Proficiency (Spoken) Artificial intelligence 2 days ago Be an early applicant",https://internshala.com/internship/detail/ai-business-development-internship-in-multiple-locations-at-deepthought-culturetech-ventures-private-limited1788756098
,ConsultBaeActively hiring,"₹ 5,000 - 8,000 /month","Data Collection - Non-Tech Role ConsultBae Actively hiring Work from home ₹ 5,000 - 8,000 /month 6 Months 1. Handle advanced annotation and data interpretation tasks involving image analysis, motion tracking, audio-text synchronization, and content categorization.
2. Prepare, refine, and structure diverse datasets to improve the efficiency and accuracy of AI training models.
3. Maintain compliance with dynamic workflow procedures, evaluation frameworks, and established quality performance metrics.
4. Coordinate with quality control specialists and data operations teams to identify and resolve complex data inconsistencies and exceptional scenarios. Project Management English Proficiency (Spoken) Data Annotation 2 days ago",https://internshala.com/internship/detail/work-from-home-data-collection-non-tech-role-internship-at-consultbae1788755629
,Emoolar Technology Private LimitedActively hiring,"₹ 7,500 - 9,000 /month","Data Analytics Emoolar Technology Private Limited Actively hiring Work from home ₹ 7,500 - 9,000 /month 6 Months Key Responsibilities
Collect, clean, transform, and validate data from multiple sources.
Analyze datasets to identify trends, patterns, anomalies, and business insights.
Create and maintain dashboards, reports, and data visualizations.
Use Excel/Google Sheets and analytics tools to perform data analysis.
Write basic to intermediate SQL queries to extract and analyze data.
Work with stakeholders to understand reporting and analytical requirements.
Prepare regular performance and business reports.
Track key performance indicators (KPIs) and identify areas for improvement.
Perform data quality checks and resolve inconsistencies.
Support ad-hoc analysis and research projects.
Document analytical processes, findings, and recommendations.
Present insights clearly to technical and non-technical team members. Data Analytics 2 days ago Part time",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-emoolar-technology-private-limited1788743345
,Unessa FoundationActively hiring,"₹ 3,000 - 7,000 /month","Data Analytics Unessa Foundation Actively hiring Work from home ₹ 3,000 - 7,000 /month 1 Month Are you a passionate individual with a keen interest in data analytics? Unessa Foundation is seeking a talented intern to join our team in Vadodara! As a data analytics intern, you will have the opportunity to work on impactful projects and gain valuable hands-on experience in the field.



1. Conduct data analysis to identify trends and patterns.
2. Create visualizations and reports to communicate findings.
3. Assist in developing data models and algorithms.
4. Collaborate with team members to optimize data collection processes.
5. Support in implementing data-driven strategies.
6. Stay updated on industry trends and best practices.
7. Present findings and recommendations to stakeholders.

If you are a proactive, detail-oriented individual with a strong analytical mindset, we want to hear from you! Join us at Unessa Foundation and make a difference through the power of data. Apply now and kickstart your career in data analytics! Data Analytics 3 days ago Part time",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-unessa-foundation1788709762
,AmbillActively hiring,"₹ 15,000 /month","Software Development Engineer (Full Stack + AI) Ambill Actively hiring Work from home ₹ 15,000 /month 6 Months We’re looking for a Software Development Engineer Intern with strong fundamentals in React, Node.js, and PostgreSQL who wants to build real production software. You’ll work across the full stack — building APIs, database models, integrations, and user-facing features — while using modern AI coding tools such as Cursor, Claude Code, Codex, Gemini, and others as part of your everyday engineering workflow.
AI is not a substitute for engineering fundamentals here. We expect you to use AI to move faster, while still understanding, reviewing, debugging, testing, and owning the code you ship.

Selected intern’s day-to-day responsibilities include:

A. Backend:
1. Develop, maintain, and optimize backend services using Node.js and PostgreSQL.
2. Work on building APIs, database schemas, and integrations with third-party services.
3. Design and implement backend features end-to-end, from API design and database schema to production deployment.
4. Participate in code reviews and follow agile/scrum workflows.
5. Use modern AI coding assistants to improve code quality and development speed.

B. Frontend:
1. Build and enhance user interfaces using React and Redux/Context API.
2. Develop reusable components and front-end utilities for scalability.
3. Translate UI/UX designs and wireframes into clean, maintainable code.
4. Debug and optimize frontend performance, usability, and reliability.
5. Collaborate closely with designers and backend developers for smooth integration.

C. AI-Native Engineering:
1. Use AI coding assistants such as Cursor, Claude Code, Codex, Gemini, Windsurf, etc., to accelerate development.
2. Use AI for code generation, debugging, refactoring, testing, documentation, and exploration.
3. Understand and critically review AI-generated code rather than blindly accepting it.
4. Stay curious about emerging LLM capabilities and experiment with new tools that improve engineering productivity. JavaScript Node.js PostgreSQL Problem Solving Express.js React Generative AI Development +4 more 3 days ago Job offer upto ₹ 9LPA post internship",https://internshala.com/internship/detail/work-from-home-software-development-engineer-full-stack-ai-internship-at-ambill1788633027
,EchotalkActively hiring,"₹ 5,000 - 10,000 /month","Machine Learning Echotalk Actively hiring Work from home ₹ 5,000 - 10,000 /month 3 Months 1. Build and test machine learning models for real-world problems.
2. Collect, clean, organize, and prepare data for model development.
3. Train and evaluate machine learning models using appropriate datasets.
4. Compare different models and select suitable approaches based on results.
5. Improve model accuracy, reliability, and performance.
6. Identify errors, poor predictions, and problems in datasets or models.
7. Build small machine learning prototypes before developing larger solutions.
8. Work with Python and relevant machine learning libraries and frameworks.
9. Research new machine learning methods, models, and tools.
10. Document experiments, results, problems, and improvements clearly.
11. Turn business problems into practical machine learning experiments.
12. Work independently to test ideas and solve assigned technical problems. Python Machine Learning English Proficiency (Spoken) 4 days ago Job offer upto ₹ 5LPA post internship",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-echotalk1788613498
,Referencified Tech Private LimitedActively hiring,"₹ 3,000 - 6,000 /month","AI Academic Coordinator Referencified Tech Private Limited Actively hiring Work from home ₹ 3,000 - 6,000 /month 6 Months 1. Research Cambridge, IGCSE, IB, AS & A Level curriculum structures and academic requirements.
2. Create AI prompts for worksheets, topic-wise tests, and unit assessments.
3. Utilize AI tools such as NotebookLM and ChatGPT to generate academic content.
4. Edit and review content for accuracy, grammar, formatting, and clarity.
5. Prepare answer keys and Cambridge-style marking schemes for assessments.
6. Organize worksheets, tests, PDFs, and final academic files in Google Drive.
7. Ensure all academic documents are tutor-ready and student-ready as per company standards.
8. Follow formatting, branding, and academic content guidelines while preparing resources. Content Writing Adobe Photoshop Canva Content Editing Design System 4 days ago",https://internshala.com/internship/detail/work-from-home-ai-academic-coordinator-internship-at-referencified-tech-private-limited1788601229
,Skipto Ai International Private LimitedActively hiring,"₹ 10,200 - 27,000 /month","Data Analytics Skipto Ai International Private Limited Actively hiring Work from home ₹ 10,200 - 27,000 /month 3 Months 1.3 Important Jobs of a Data Analyst
Data Collection & Cleaning – Collect data, remove errors, and organize it properly.
Data Analysis & Reporting – Analyze data to find trends, patterns, and useful insights.
Dashboard & Decision Support – Create reports/dashboards and provide insights to help management make better decisions. Python SQL Data Analytics MS-Excel Data Science Power BI Tableau 5 days ago",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-skipto-ai-international-private-limited1788533356
,Srinergy GlobalActively hiring,"₹ 7,000 - 8,000 /month","Social Media Management Srinergy Global Actively hiring Work from home ₹ 7,000 - 8,000 /month 6 Months 1. Brainstorm fresh and relevant content ideas for different brands.
2. Contribute to monthly social media strategies and content plans.
3. Think of engaging Reels, carousels, memes, Stories, and campaign concepts.
4. Suggest content ideas based on audience behaviour, brand goals, and platform trends.
5. Help transform brand information into engaging, audience-centric content.
6. Research competitors, industries, audience behaviour, and content formats.
7. Track social media trends, trending audio, memes, hooks, and online conversations.
8. Identify content opportunities relevant to each brand instead of blindly following trends.
9. Study high-performing content and analyze why it performed well.
10. Research seasonal moments, cultural conversations, and campaign opportunities.
11. Assist in creating monthly content calendars and campaign plans.
12. Write and refine content briefs for designers and video editors.
13. Coordinate content requirements and ensure briefs are clear and complete.
14. Schedule and publish content across social media platforms.
15. Review captions, creatives, audio, tags, and posting details before publishing.
16. Analyze account insights and content performance.
17. Identify patterns in reach, engagement, views, saves, shares, and audience response.
18. Recommend content formats and topics to repeat, improve, or discontinue based on performance data.
19. Track content timelines, pending requirements, and posting schedules.
20. Follow up proactively instead of waiting for reminders.
21. Flag delays, content gaps, or account concerns promptly.
22. Take ownership of assigned tasks and ensure they are completed accurately.
23. Participate in discussions with ideas, observations, and potential solutions. Social Media Marketing Content Writing Strategy Planning Market research 5 days ago",https://internshala.com/internship/detail/work-from-home-social-media-management-internship-at-srinergy-global1788532485
,Infoskaters Technologies Private LimitedActively hiring,"₹ 18,000 /month","Artificial Intelligence (AI) Infoskaters Technologies Private Limited Actively hiring Work from home ₹ 18,000 /month 1 Month 1. Develop and integrate AI-powered applications.
2. Build chatbots and AI automation solutions.
3. Work with APIs, LLMs, and AI models.
4. Test, optimize, and maintain AI applications.
5. Collaborate with developers and product teams. Artificial intelligence 5 days ago Part time",https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-infoskaters-technologies-private-limited1788528760
,Jobs TerritoryActively hiring,"₹ 5,000 - 8,000 /month","Data Entry Jobs Territory Actively hiring Bangalore ₹ 5,000 - 8,000 /month 6 Months As a Data Entry intern at Jobs Territory, you will have the exciting opportunity to utilize your skills in MS-Office, MS-Excel, data entry, and data analysis to support our team in driving business growth. Your role will involve cleaning, extracting, and preparing data for analysis, as well as generating leads to expand our job market territory. 

Key responsibilities:
1. Inputting and updating data in our systems accurately and efficiently
2. Conducting data analysis to identify trends and insights
3. Cleaning and organizing data to ensure accuracy and completeness
4. Extracting relevant information for reports and presentations
5. Preparing data for use in decision-making processes
6. Generating leads through various channels to expand our reach
7. Collaborating with team members to optimize data processes and drive results. 

If you are a detail-oriented individual with a passion for data and a strong proficiency in English, this internship opportunity is perfect for you. Join us at Jobs Territory and make a meaningful impact on our growing business! MS-Office Data Analytics MS-Excel Lead Generation Data entry English Proficiency (Spoken) Data Analysis +3 more 5 days ago",https://internshala.com/internship/detail/data-entry-internship-in-bangalore-at-jobs-territory1788528526
,Smaran AI,"₹ 1,000 - 1,250 /month","AI Content Creator Smaran AI Work from home ₹ 1,000 - 1,250 /month 2 Months 1. Follow instructions to use existing applications and produce the required output
2. Identify and propose better solutions for given problem statements
3. Create and review content using AI tools Generative AI Tools 5 days ago",https://internshala.com/internship/detail/work-from-home-ai-content-creator-internship-at-smaran-ai1788526700
,Hubnine India Private Limited,"₹ 7,000 - 15,000 /month","AI/ML Inference Kernel Engineer Hubnine India Private Limited Work from home ₹ 7,000 - 15,000 /month 6 Months About Us:

We are building the cloud execution layer for Physical AI and next-generation multimodal workloads. We begin with the models powering robots, world simulators, spatial systems, and visual intelligence, and build the infrastructure that makes these compute-intensive AI workloads faster, easier, and more cost-effective to run.

The Role:

We are looking for an ML Systems & Inference Engineer to build the technical foundation of our platform. This role sits at the intersection of model serving, GPU systems, performance engineering, and cloud infrastructure.

This is not a generic backend role or a pure research role. The ideal candidate should be able to understand model code, profile runtimes, identify bottlenecks, develop optimizations, measure improvements, and ship reliable infrastructure solutions.



1. Build and optimize cloud inference pipelines for Physical AI, multimodal, generative, simulation, and world-model workloads.
2. Improve performance across startup time, queue time, latency, throughput, GPU utilization, reliability, and cost per output or job.
3. Develop platform execution components, including model packaging, warm pools, artifact and model caching, batching, queueing, scheduling, and model-aware execution policies.
4. Apply optimization techniques such as dynamic batching, quantized model variants, and torch. compile, TensorRT, ONNX Runtime, caching, routing, and distributed execution.
5. Profile bottlenecks across GPU compute, memory bandwidth, CPU preprocessing, I/O, model loading, serialization, queueing, and serving overhead.
6. Build benchmarking and evaluation systems to measure latency, throughput, startup time, memory usage, GPU utilization, cost, reliability, and workload quality.
7. Convert execution telemetry into product capabilities such as performance reporting, cost visibility, configuration recommendations, and workload comparisons.
8. Create reusable model adapters, container images, and serving templates for rapid onboarding of new model families.
9. Work with founders, design partners, and early customers to translate real-world workloads into product requirements and technical roadmaps.
10. Collaborate with GPU performance specialists to evaluate and validate runtime and kernel optimizations.
11. Help define engineering standards, technical hiring criteria, and the architecture of the core platform. Python Algorithms Data Structures Machine Learning Artificial intelligence APIs PyTorch +4 more 5 days ago",https://internshala.com/internship/detail/work-from-home-ai-ml-inference-kernel-engineer-internship-at-hubnine-india-private-limited1788513194
,CompasscoActively hiring,"₹ 14,500 - 15,000 /month","AI Agent Development Compassco Actively hiring Bangalore ₹ 14,500 - 15,000 /month 3 Months 1. Develop and test AI-powered applications, automation tools, and internal business solutions.
2. Build working prototypes using Python, APIs, databases, machine-learning libraries, and large language models.
3. Prepare and clean datasets and evaluate AI outputs for accuracy, relevance, and reliability.
4. Integrate AI models and third-party AI services into web or backend applications.
5. Experiment with prompts, retrieval methods, and model configurations to improve solution quality.
6. Debug code, use Git for version control, and maintain clear technical documentation.
7. Research emerging AI tools and present findings and demonstrations to the team.
8. Follow data privacy, security, and responsible-AI practices while handling company information. Python Git REST API Artificial intelligence 5 days ago",https://internshala.com/internship/detail/ai-agent-development-internship-in-bangalore-at-compassco1788512243
